p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
86,2901.58039549333,3508.38703657013,3872.17382673114,4132.38133449734,4203.94601743908,4271.55227033898,4334.42789601051,4391.98311663643,4443.83454841217,4489.68551025808,4529.15740415734,4561.65641449549,4586.35934906378,4602.35814032281,4608.67787864224,4598.71620158297,4552.58579362613,4500.00164525142,4446.09380151673,4392.20058204902,4339.24921075914,4287.86789615343,4238.43621236036,4191.14723567227,4146.06885973613,4103.1911048174,4062.45953495351,4023.79695680179,3987.11538272525,3952.32289861973,3919.32707435094,3888.03545936354,3858.35675451326,3830.20027299876,3803.47585603703,3778.09371085544,3753.96533468068,3731.00345514923,3709.1231045659,3613.19761488856,3533.716926357,3464.70128412828,3402.46302721729,3344.84662272623,3290.63077657272,3239.13873847461,3189.99510193965,3142.97879672744,3097.94021687262,3054.76138367134,3013.34061305914,2973.58985173946,2935.43317466474,2898.80275155935,2863.62953903442,2829.83140426273,2797.30219462758,2765.90406445961,2735.4645262323,2705.77663734188,2676.59996316269,2647.65996317068,2618.64391250585,2589.1927866714,2558.88863523567,2527.23948636404,2493.66885027231
87,2901.73693432548,3508.87860191415,3873.18660736976,4134.00015841052,4205.62820968543,4273.30262660322,4336.25145394252,4393.88184633089,4445.80550796317,4491.71992743598,4531.2398481397,4563.7637782451,4588.46030889678,4604.41320403746,4610.63933684092,4600.52755703084,4554.30871445317,4501.64173307709,4447.66940590959,4393.73193944766,4340.75422252154,4289.36048375408,4239.92682597958,4192.64345993544,4147.57639892699,4104.71446871781,4064.00274681124,4025.36351599708,3988.70859274999,3953.94582711901,3920.98249066697,3889.72575245339,3860.08384900137,3831.96556136365,3805.28016030868,3779.93727676128,3755.8478615204,3732.92414811978,3711.08074848554,3615.31274145129,3535.93829604766,3466.98649372269,3404.78279155915,3347.18157212168,3292.96762898208,3241.46755398691,3192.30769085297,3145.26799551713,3100.19969925393,3056.98573782432,3015.5254848691,2975.73205369998,2937.53068790757,2900.85460570995,2865.63556331708,2831.79190268605,2799.21759526183,2767.77460700886,2737.29001895448,2707.55628353542,2678.33223639181,2649.34250174892,2620.27341432113,2590.76490119262,2560.39788397644,2528.6793096087,2495.03204136398
88,2901.89119004139,3509.36277654736,3874.18601456078,4135.60003808087,4207.29087015731,4275.03276972948,4338.05404794087,4395.75884448801,4447.75400801499,4493.73124693264,4533.29869056022,4565.84721305208,4590.53714051187,4606.44431357783,4612.57730649759,4602.31634635886,4556.01003055402,4503.26139757666,4449.22571196426,4395.24491896887,4342.24152485229,4290.83596462766,4241.40074109325,4194.12330104418,4149.06781156376,4106.22197822332,4065.53024486887,4026.91453084567,3990.28640158181,3955.5534621669,3922.62268070315,3891.40083741858,3861.7956986947,3833.71551025393,3807.06896189567,3781.76514244718,3757.71443057529,3734.82858373145,3713.02180215682,3617.40941403661,3538.1395482165,3469.25037338003,3407.08040939008,3349.49384058607,3295.28146607048,3243.77316394713,3194.59700266982,3147.53394965572,3102.43606293147,3059.1871818903,3017.68772575541,2977.8519239941,2939.60629455174,2902.88495551105,2867.62051290223,2833.73176367669,2801.11279725902,2769.6253879151,2739.09618528505,2709.31703982467,2680.04606248439,2651.00704965772,2621.88540477205,2592.32001860521,2561.89070053491,2530.10333686316,2496.38017578023
89,2902.04322477869,3509.83975098127,3875.17236703014,4137.18140140446,4208.9344392399,4276.74315503555,4339.83614980348,4397.61459960903,4449.68055279767,4495.71998680363,4535.33446065226,4567.90725600194,4592.59047292647,4608.45211022429,4614.49232297582,4604.08309120513,4557.69024419034,4504.86112575292,4450.76315488824,4396.73995058675,4343.71158704053,4292.29473664969,4242.85834522766,4195.58713878304,4150.54347121842,4107.71394886414,4067.04239216364,4028.45035922614,3991.84916067594,3957.14615107267,3924.24798647141,3893.06105125051,3863.49263611834,3835.45044857006,3808.84260780705,3783.57763306454,3759.56536719159,3736.71708896181,3714.94659556842,3619.48799256909,3540.32108046494,3471.49335245543,3409.35633337374,3351.78390015329,3297.57276815523,3246.0560561958,3196.86352966309,3149.77715335604,3104.64980132199,3061.36620652986,3019.82782182271,2979.95001672479,2941.66045244685,2904.89426664966,2869.58484408141,2835.65143459833,2802.98823890002,2771.45683633863,2740.88344527222,2711.05931707982,2681.74184320122,2652.65399929598,2623.48026658935,2593.85851125669,2563.36744493836,2531.51191719204,2497.71358851947
90,2902.19309832125,3510.309708816,3876.145977388,4138.74466199183,4210.55934262287,4278.43422264814,4341.59821559289,4399.44958391355,4451.5856297463,4497.6866478615,4537.34767003765,4569.94442629942,4594.62082908596,4610.43706640989,4616.38490369206,4605.82829561994,4559.3498407344,4506.4413785943,4452.28217999137,4398.21745717633,4345.16480687997,4293.73718421415,4244.30001289581,4197.03534010458,4152.00373883908,4109.19073634588,4068.53953942894,4029.97134688917,3993.39721123896,3958.72422930924,3925.85862399538,3894.70671947351,3865.17498252598,3837.17069413463,3810.60140330504,3785.37506302446,3761.40098609752,3738.58998025116,3716.85544820438,3621.54882596783,3542.48327827037,3473.71579444765,3411.6110020575,3354.05220338216,3299.84200032512,3248.31670301691,3199.1077483417,3151.99808438819,3106.84139192668,3063.52328653861,3021.94624342661,2982.02675961429,2943.69362658219,2906.88298887201,2871.52899828439,2837.55134823087,2804.84434416756,2773.26936743078,2742.65220524542,2712.78351290005,2683.41996716567,2654.28373021475,2625.05836991395,2595.38073931317,2564.82846756188,2532.90538815733,2499.03260349785
91,2902.34086821314,3510.77282706263,3877.1071333323,4140.29021979661,4212.16599194686,4280.10639817107,4343.34068632864,4401.26425405483,4453.46971024421,4499.63171443309,4539.33881350007,4571.95922605395,4596.62871469522,4612.39968727757,4618.25554890722,4607.55244684489,4560.98928935165,4508.00260160649,4453.78320943411,4399.67782517138,4346.60156879904,4295.16367883226,4245.72610598101,4198.46825969826,4153.44896330879,4110.65268447071,4070.02202563926,4031.47782792281,3994.93088236938,3960.28802491966,3927.45514065267,3896.33815665759,3866.84304840497,3838.87655418831,3812.34565345885,3787.15773647591,3763.2215918731,3740.4475639653,3718.74866950297,3623.59225260539,3544.62651548524,3475.91820753745,3413.84484046938,3356.2991905548,3302.08961308493,3250.55556179931,3201.33012012137,3154.19720601455,3109.01129701469,3065.65888152962,3024.04344585251,2984.08260225353,2945.70625978656,2908.85155745422,2873.45340272198,2839.43192340174,2806.68152336563,2775.06338309917,2744.40285841542,2714.49001186267,2685.08081043322,2655.89660968149,2626.62007289699,2596.88705126916,2566.27410643636,2534.28407741409,2500.33753403368
92,2902.48658986558,3511.22927644724,3878.0561269089,4141.81849262732,4213.754785415,4281.76009331738,4345.06398864186,4403.05905179834,4455.3332503165,4501.55565507584,4541.3083697163,4573.95214102229,4598.61461896809,4614.34046146008,4620.10474247488,4609.25601604862,4562.6090436257,4509.54522549356,4455.26663172933,4401.12144995683,4348.02225107301,4296.57457969921,4247.13697443413,4199.88624052762,4154.87948197394,4112.1001256582,4071.49017852552,4032.97012535102,3996.45049229616,3961.83784285377,3929.0377311897,3897.95566690312,3868.49713395287,3840.56832585854,3814.0756533876,3788.92594775726,3765.02747939406,3742.29013683257,3720.6265592881,3625.61860074262,3546.75115481028,3478.10093090722,3416.05826066375,3358.52528822084,3304.31604296591,3252.77307566312,3203.53109195997,3156.37492260297,3111.15996426979,3067.77343657954,3026.11986995772,2986.11797996223,2947.69878081254,2910.80039382083,2875.35847161967,2841.29356558326,2808.50017371385,2776.83927184202,2746.13578569185,2716.17918633787,2686.7247370309,2657.49299320702,2628.16572221534,2598.37778446105,2567.70468878886,2535.64829836984,2501.62868330552
93,2902.63031665783,3511.67922316994,3878.99323584412,4143.32979340842,4215.32610837131,4283.39570650737,4346.76853539428,4404.83440466072,4457.17669129052,4503.45892325519,4543.25680194833,4575.92364131124,4600.57901533661,4616.25986179113,4621.93295254965,4610.9394590228,4564.20954229455,4511.06966680221,4456.73288049658,4402.54870674564,4349.4272000144,4297.97023422964,4248.53295675031,4201.28961433877,4156.29562114411,4113.53338143874,4072.9443150622,4034.44855157488,3997.95634860146,3963.37399077019,3930.60669399877,3899.55954429915,3870.13752952854,3842.24629660251,3815.79168869488,3790.67997074285,3766.81893425164,3744.11798635755,3722.48940817805,3627.62818894098,3548.85754824344,3480.26434415694,3418.2516622582,3360.73090994308,3306.52171310437,3254.96967405353,3205.71109695982,3158.53175613882,3113.28782740332,3069.86738284037,3028.17594277971,2988.13331439136,2949.67160493136,2912.72990613026,2877.24460407862,2843.1366674581,2810.30067986202,2778.59741063288,2747.85135502981,2717.85139692151,2688.35209946791,2659.07322504513,2629.69565355757,2599.85326551811,2569.12053144378,2536.99835867603,2502.90634478575
94,2902.77210003222,3512.12282330975,3879.91872871421,4144.82451511233,4216.88033384833,4285.0136234345,4348.45472626457,4406.59072651653,4459.0004604216,4505.34195798643,4545.18455869858,4577.87418204306,4602.52236212269,4618.15834597839,4623.74063225714,4612.6032168408,4565.79120988418,4512.57632853128,4458.18231815432,4403.95995852138,4350.81676986315,4299.35098493033,4249.91438046114,4202.67870214154,4157.69769656491,4114.95276292029,4074.38474192917,4035.91340882098,3999.4487489328,3964.89676176071,3932.16231773236,3901.15007335717,3871.76451607878,3843.9107446262,3817.4940358805,3792.42010349182,3768.59623314963,3745.93139121233,3724.33749797249,3629.62132645323,3550.94603750275,3482.40881567855,3420.42543294164,3362.91645682109,3308.70703379068,3257.14577330375,3207.87055493994,3160.66808411548,3115.39530709643,3071.9411381193,3030.21207811238,2990.12901409379,2951.62513449624,2914.6404898296,2879.11218908127,2844.96160945532,2812.08341449025,2780.33816430003,2749.54992398505,2719.50699292951,2689.96323921936,2660.63763866518,2631.2101920852,2601.31381081289,2570.52194126022,2538.334554582,2504.17080477081
95,2902.91198958395,3512.5602318469,3880.83286533878,4146.30300869896,4218.41782308605,4286.61421760204,4350.12294830386,4408.32841817274,4460.80497148526,4507.20518444245,4547.09207433066,4579.80420398936,4604.44510317403,4620.03635724143,4625.52822032907,4614.2477164817,4567.3544573119,4514.06560070901,4459.61531417773,4405.35555656077,4352.19129716707,4300.71714439822,4251.28156780817,4204.0538146652,4159.08601386592,4116.35857123013,4075.81175594605,4037.36498959551,4000.92798137465,3966.4064394533,3933.70481218753,3902.72752942148,3873.3783655421,3845.56193928129,3819.18296272985,3794.14660219169,3770.3596442803,3747.73062160698,3726.1711020189,3631.59831359466,3553.01695444549,3484.53470310009,3422.5799489374,3365.08231799152,3310.87240312854,3259.30177716924,3210.0098729785,3162.78431478679,3117.48280995742,3073.99504868382,3032.2286770526,2992.10547506543,2953.55975947656,2916.53252818065,2880.96160255072,2846.76876025797,2813.84873874153,2782.06188640615,2751.23183856507,2721.14631319467,2691.55848718464,2662.18655720057,2632.70965287097,2602.7597268882,2571.90921554665,2539.65717310403,2505.42233338223
96,2903.05003314556,3512.99159708261,3881.73589715305,4147.76561414309,4219.93892602353,4288.19785083108,4351.77357646216,4410.04786791335,4462.59062533883,4509.04901453004,4548.97976965777,4581.71413415441,4606.34766846737,4621.89432491591,4627.29614266416,4615.87337142153,4568.89968245869,4515.53786093995,4461.03212662324,4406.73584092853,4353.55110775344,4302.06903406224,4252.63481545078,4205.41525279009,4160.46086898616,4117.75109793304,4077.22564449122,4038.80357706765,4002.39432480848,3967.90329840996,3935.23458607461,3904.29211040865,3874.97934123128,3847.20014144072,3820.85872868252,3795.85972618231,3772.10942768062,3749.51593964056,3727.9904855598,3633.55944209526,3555.07062143146,3486.64235370795,3424.71557546757,3367.22887110507,3313.01820580508,3261.43807733464,3212.12944592829,3164.88084408937,3119.55073170821,3076.0296240701,3034.22612851857,2994.06308902337,2955.47585796472,2918.40639274748,2882.79320949111,2848.5584772854,2815.59700271941,2783.76891972136,2752.89743421376,2722.76968504223,2693.13816412239,2663.72029387397,2634.19434131382,2604.19131086188,2573.28264245442,2540.96649240355,2506.66120074476
97,2903.18627686701,3513.41706231835,3882.62806756093,4149.21266088762,4221.44398176542,4289.7648737429,4353.40697408747,4411.74945201572,4464.35781045352,4510.87384743628,4550.84805250092,4583.60438636362,4608.23047468028,4623.7326650271,4629.044809006,4617.48058219386,4570.42727071135,4516.99347492349,4462.43330536325,4408.10114094676,4354.89651717702,4303.40695901504,4253.97442584093,4206.76330795702,4161.82254857556,4119.13062542981,4078.62668589396,4040.22944546849,4003.84804929662,3969.38760450472,3936.75183246262,3905.84421137148,3876.56769819598,3848.82560385485,3822.52158518581,3797.55972671069,3773.84582399475,3751.28759963391,3729.79590606223,3635.50499543446,3557.10735170354,3488.73210484822,3426.83266718076,3369.35648277987,3315.14481904665,3263.55505389557,3214.22965690638,3166.95805614942,3121.59945566889,3078.04518718572,3036.20480974197,2996.00221296471,2957.37379665709,2920.26244623578,2884.60736324846,2850.33110715009,2817.32854593539,2785.45959663879,2754.54703621727,2724.37742721577,2694.70258106299,2665.23915240073,2635.66455353316,2605.60885081131,2574.64250135093,2542.26278214634,2507.88766527178
98,2903.32076529122,3513.83676607255,3883.5096122696,4150.64446827407,4222.93331902444,4291.31562621624,4355.02349339975,4413.43353524076,4466.10690341998,4512.68007014741,4552.69731821848,4585.47536178669,4610.09392573398,4625.55178083373,4630.77461941154,4619.06973692185,4571.93759547719,4518.43279694548,4463.81907591143,4409.45177563971,4356.2278311449,4304.73121485331,4255.30069009298,4208.09826741769,4163.1713303773,4120.4974273357,4080.015149802,4041.64286045927,4005.28941644623,3970.85961528238,3938.25680499928,3907.38401416235,3878.14368356642,3850.43857148908,3824.17177600516,3799.24684745793,3775.569100885,3753.04584844522,3731.58761353008,3637.4352491594,3559.12744973236,3490.80428430875,3428.93156856211,3371.46550903186,3317.2526055733,3265.65307581617,3216.31087775938,3169.01632375216,3123.6293538127,3080.04210768344,3038.16508673524,2997.92321582647,2959.25393136373,2922.10103344599,2886.40440685962,2852.08698609199,2819.04369773358,2787.13423959183,2756.18096011161,2725.96984833373,2696.25204006303,2666.74342737196,2637.120576743,2607.01262613801,2575.98906317428,2543.54630384432,2509.10197756364
99,2903.45354142544,3514.250842286,3884.38075960714,4152.06134595079,4224.40725654166,4292.85043782182,4356.62347594084,4415.1004712983,4467.83826942803,4514.46805794106,4554.52795020933,4587.32744945204,4611.93841330866,4627.35206334449,4632.48596075287,4620.64121182296,4573.43101867243,4519.85617034528,4465.18976979247,4410.78805415599,4357.54534592003,4306.04208806506,4256.61388068399,4209.42039524468,4164.50748359039,4121.8517688346,4081.39129753829,4043.04407948111,4006.71867975508,3972.31958029948,3939.74974947003,3908.91176115019,3879.70753687969,3852.03928184374,3825.8095375801,3800.9213248477,3777.27942996556,3754.79092576973,3733.36585080084,3639.3504709468,3561.13121154786,3492.85921068271,3431.01261432325,3373.55626163077,3319.34191875319,3267.73250136426,3218.37346950563,3171.05600878812,3125.64078721303,3082.02074475735,3040.10731473585,2999.82644825691,2961.1166072122,2923.9224961504,2888.18467320891,2853.82644039105,2820.74277769552,2788.79316145042,2757.79951207026,2727.54724785991,2697.78683293985,2668.23340461853,2638.56268960741,2608.40290791429,2577.32259077033,2544.81731118041,2510.3043807119
100,2903.58464680885,3514.65942051636,3885.24173082382,4153.46359426133,4225.86610348557,4294.36962823487,4358.20725300156,4416.7506032889,4469.55226272229,4516.2381748543,4556.34032039041,4589.16102673202,4613.76431733307,4629.13389180863,4634.17920823438,4622.19537168871,4574.90789118607,4521.26392795866,4466.54570214948,4412.11027616957,4358.84929410121,4307.33985639789,4257.91427226538,4210.7299615865,4165.83127374515,4123.19390702049,4082.75538243656,4044.43335208704,4008.13608493987,3973.76774144796,3941.23090411812,3910.42768729083,3881.25949038919,3853.62796525929,3827.43509928658,3802.58338833896,3778.9771506662,3756.52306442404,3735.13085382733,3641.25092209529,3563.11892505508,3494.8971936206,3433.0761297737,3375.62914431975,3321.41310187818,3269.79367852533,3220.41778275589,3173.07746267755,3127.63410646862,3083.98144576705,3042.03183862843,3001.71225067018,2962.96215943991,2925.72716367481,2889.94848542755,2855.54978675931,2822.42609602452,2790.43666589784,2759.40298927301,2729.10991646169,2699.30724445366,2669.70936155689,2639.99116257827,2609.77995921265,2578.64333921269,2546.07605031765,2511.49511058999
